Tick,Date,Close,Vol_1M,Mkt_Cap,P2B,D2E,Prof_Marg,ESG_rank
IBM,2006-04-28,54.0686,15.644,127659.4857,2.561,68.6942,8.2676,
IBM,2006-05-31,52.656,10.574,123876.523,2.4941,68.6942,8.2676,
IBM,2006-06-30,50.6262,14.582,119101.3079,2.2965,64.917,9.2371,
IBM,2006-07-31,51.0151,16.692,117805.5562,2.3141,64.917,9.2371,
IBM,2006-08-31,53.574,13.482,123223.303,2.4302,64.917,9.2371,
IBM,2006-09-29,54.2158,14.75,124699.4868,2.3846,64.917,9.2371,
IBM,2006-10-31,61.0904,15.522,139081.4623,2.687,64.211,9.8245,
IBM,2006-11-30,61.0165,11.435,138463.8581,2.6837,64.211,9.8245,
IBM,2006-12-29,64.4881,12.742,146342.078,3.4081,64.211,9.8245,
IBM,2007-01-31,65.8157,16.174,149354.7816,3.4782,79.5692,13.4859,
IBM,2007-02-28,61.8795,16.566,139923.8588,3.2702,79.5692,13.4859,
IBM,2007-03-30,62.7583,16.147,141911.157,3.3509,79.5692,13.4859,
IBM,2007-04-30,68.0514,18.054,151764.1953,3.6335,86.1088,8.3708,
IBM,2007-05-31,71.2506,18.617,158282.587,3.8043,86.1088,8.3708,
IBM,2007-06-29,70.3482,16.804,156278.0702,5.7119,86.1088,8.3708,
IBM,2007-07-31,73.9575,21.838,150528.9921,6.0049,207.2337,9.507,
IBM,2007-08-31,78.2704,22.015,158745.848,6.3551,207.2337,9.507,
IBM,2007-09-28,79.0149,16.056,160255.8994,5.299,207.2337,9.507,
IBM,2007-10-31,77.8881,18.092,160008.1578,5.2235,171.9034,9.789,
IBM,2007-11-30,70.8003,34.06,144933.328,4.7481,171.9034,9.789,
IBM,2007-12-31,72.7658,25.704,148956.9571,3.5406,123.9032,13.6908,
IBM,2008-01-31,72.0994,33.84,147592.7815,3.5082,123.9032,13.6908,
IBM,2008-02-29,76.9361,30.099,157619.92,3.7435,123.9032,13.6908,
IBM,2008-03-31,77.801,23.846,159391.8636,3.7196,122.4798,9.4645,
IBM,2008-04-30,81.5579,19.346,165778.8716,3.8993,122.4798,9.4645,
IBM,2008-05-30,87.8144,17.603,177769.3401,4.1984,122.4798,9.4645,
IBM,2008-06-30,80.419,21.321,162798.4229,3.8548,121.1109,10.3091,
IBM,2008-07-31,86.8306,23.417,173392.4344,4.1621,121.1109,10.3091,
IBM,2008-08-29,82.9118,17.508,164924.6839,3.9743,121.1109,10.3091,
IBM,2008-09-30,79.6629,35.06,158462.0967,3.8892,125.0563,11.1616,
IBM,2008-10-31,63.323,60.578,124901.291,3.0915,125.0563,11.1616,
IBM,2008-11-28,55.8895,63.387,109626.1734,2.7286,125.0563,11.1616,
IBM,2008-12-31,57.6429,51.949,113065.4259,5.7322,251.9308,16.3927,
IBM,2009-01-30,62.7729,45.254,122811,6.2423,251.9308,16.3927,
IBM,2009-02-27,63.3761,51.132,123474.6019,6.3023,251.9308,16.3927,
IBM,2009-03-31,66.7229,43.131,129995.1557,6.4824,210.2826,10.5707,
IBM,2009-04-30,71.0752,33.668,136381.4193,6.9053,210.2826,10.5707,
IBM,2009-05-29,73.5716,24.492,140438.1092,7.1478,210.2826,10.5707,
IBM,2009-06-30,72.284,19.229,137980.3101,6.1614,173.3019,13.3462,
IBM,2009-07-31,81.6362,25.939,154592.4965,6.9586,173.3019,13.3462,
IBM,2009-08-31,82.1005,13.418,154749.8025,6.9981,173.3019,13.3462,
IBM,2009-09-30,83.1854,11.492,156794.7808,5.9403,123.1872,13.6383,
IBM,2009-10-30,83.8809,23.893,158433.6464,5.99,123.1872,13.6383,
IBM,2009-11-30,88.2672,15.774,165973.7271,6.3032,123.1872,13.6383,
IBM,2009-12-31,91.4458,11.958,171950.6203,5.2731,103.1949,17.6754,
IBM,2010-01-29,85.5008,19.465,160771.8596,4.9303,103.1949,17.6754,
IBM,2010-02-26,89.2304,19.713,165181.2746,5.1454,103.1949,17.6754,
IBM,2010-03-31,89.9953,10.116,166597.1884,5.2378,107.5173,11.3789,
IBM,2010-04-30,90.5216,13.203,165422.8477,5.2685,107.5173,11.3789,
IBM,2010-05-31,88.3477,26.898,160626.8674,5.1419,107.5173,11.3789,
IBM,2010-06-30,87.0922,24.955,158344.2886,5.2162,114.6959,14.2725,
IBM,2010-07-30,90.5624,21.216,161948.105,5.424,114.6959,14.2725,
IBM,2010-08-31,87.2757,15.689,155301.1695,5.2272,114.6959,14.2725,
IBM,2010-09-30,95.0797,17.277,169187.8411,5.312,111.2488,14.7872,
IBM,2010-10-29,101.785,15.981,178403.0517,5.6866,111.2488,14.7872,
IBM,2010-11-30,100.7138,14.798,175744.3989,5.6268,111.2488,14.7872,
IBM,2010-12-31,104.4871,13.037,182328.9127,5.5675,115.9934,18.1157,
IBM,2011-01-31,115.3374,15.2,201262.4956,6.1457,115.9934,18.1157,
IBM,2011-02-28,115.7083,16.961,197418.5289,6.1655,115.9934,18.1157,
IBM,2011-03-31,116.5589,21.735,198869.7771,6.2272,124.4742,11.6349,
IBM,2011-04-29,121.9269,10.188,206606.5293,6.514,124.4742,11.6349,
IBM,2011-05-31,121.2875,13.609,204608.049,6.4798,124.4742,11.6349,
IBM,2011-06-30,123.1686,11.885,207781.3935,6.3604,119.8397,13.7403,
IBM,2011-07-29,130.5637,19.926,217179.4904,6.7423,119.8397,13.7403,
IBM,2011-08-31,123.9645,36.015,205308.3651,6.4015,119.8397,13.7403,
IBM,2011-09-30,126.099,26.211,208843.4285,6.6674,126.2177,14.6768,
IBM,2011-10-31,133.1369,28.073,217608.2716,7.0395,126.2177,14.6768,
IBM,2011-11-30,136.112,25.35,221580.2148,7.1968,126.2177,14.6768,
IBM,2011-12-30,133.1291,24.977,216724.308,7.6896,126.2177,14.6768,
IBM,2012-01-31,139.4424,21.166,223416,8.0543,145.4707,18.619,
IBM,2012-02-29,142.9872,15.45,227943.5247,8.259,145.4707,18.619,
IBM,2012-03-30,151.6508,10.847,241754.7727,8.4502,145.4707,18.619,
IBM,2012-04-30,150.5097,17.723,238863.5444,8.3866,142.9197,12.4265,
IBM,2012-05-31,140.7908,11.923,222507.1359,7.845,142.9197,12.4265,
IBM,2012-06-29,142.7468,18.851,225598.4741,7.9687,142.9197,12.4265,
IBM,2012-07-31,143.0388,22.336,223960.9775,7.985,149.5161,15.0526,
IBM,2012-08-31,142.8212,12.468,222669.6422,7.9729,149.5161,15.0526,
IBM,2012-09-28,152.0568,11.965,237068.6028,7.9761,149.5161,15.0526,
IBM,2012-10-31,142.5867,20.625,219805.7683,7.4794,147.4039,15.4524,
IBM,2012-11-30,139.9273,17.355,214766.2693,7.3399,147.4039,15.4524,
IBM,2012-12-31,141.0169,12.865,216438.5694,8.3546,159.2604,19.9051,
IBM,2013-01-31,149.4978,17.422,229455.3918,8.857,159.2604,19.9051,
IBM,2013-02-28,148.471,17.595,223826.9962,8.7962,159.2604,19.9051,
IBM,2013-03-29,157.6899,14.27,237724.933,9.1581,159.2604,19.9051,
IBM,2013-04-30,149.7352,31.244,224575.2246,8.6961,164.6143,12.9528,
IBM,2013-05-31,154.5073,16.261,230651.4181,8.9732,164.6143,12.9528,
IBM,2013-06-28,141.9474,16.245,211901.7042,8.7572,164.6143,12.9528,
IBM,2013-07-31,144.8664,16.621,213651.8444,8.9373,178.3593,12.9433,
IBM,2013-08-30,136.0582,9.94,199663.2571,8.3939,178.3593,12.9433,
IBM,2013-09-30,138.2304,13.8,202850.9462,7.5513,169.3473,17.3151,
IBM,2013-10-31,133.774,26.316,194595.9617,7.3079,169.3473,17.3151,
IBM,2013-11-29,134.8451,15.557,195106.3132,7.3664,169.3473,17.3151,
IBM,2013-12-31,140.7664,16.433,203673.7042,6.5121,146.5698,22.5854,
IBM,2014-01-31,132.5937,17.596,191848.7501,6.134,146.5698,22.5854,
IBM,2014-02-28,139.7271,17.018,192825.0571,6.464,146.5698,22.5854,96.5116
IBM,2014-03-31,145.2507,17.483,200447.671,8.8529,226.1888,10.7214,96.5517
IBM,2014-04-30,148.2539,21.031,198863.6747,9.036,226.1888,10.7214,96.5517
IBM,2014-05-30,139.9258,14.092,186606.1336,8.5284,226.1888,10.7214,95.6989
IBM,2014-06-30,137.5806,9.93,183478.4868,7.8983,230.4345,17.2038,95.8333
IBM,2014-07-31,145.474,14.673,191208.4899,8.3515,230.4345,17.2038,95.8333
IBM,2014-08-29,146.8153,12.026,191836.973,8.4285,230.4345,17.2038,95.9184
IBM,2014-09-30,144.9295,8.9,189372.9203,10.0611,269.7069,0.0804,96.9388
IBM,2014-10-31,125.5145,27.656,162700.1799,8.7133,269.7069,0.0804,97
IBM,2014-11-28,124.6594,25.911,160493.237,8.6539,269.7069,0.0804,97
IBM,2014-12-31,123.3295,19.91,158781.1244,10.2933,274.4714,22.7429,97.0297
IBM,2015-01-30,117.8487,25.06,151724.8453,9.8359,274.4714,22.7429,98.0198
IBM,2015-02-27,125.3558,21.49,160065.414,10.4624,274.4714,22.7429,98.0198
IBM,2015-03-31,124.2411,20.762,158642.0832,10.0761,263.7185,11.8836,97.9798
IBM,2015-04-30,132.5935,21.412,168675.0988,10.7535,263.7185,11.8836,97.9798
IBM,2015-05-29,132.3178,19.216,167060.1349,10.7312,263.7185,11.8836,97.9798
IBM,2015-06-30,126.866,12.431,160176.8438,9.0813,231.5531,16.5714,97.9798
IBM,2015-07-31,126.3435,23.323,158674.0398,9.0439,231.5531,16.5714,97.9798
IBM,2015-08-31,116.3038,22.592,144862.669,8.3253,231.5531,16.5714,95.9184
IBM,2015-09-30,114.0074,29.308,142002.4418,8.3195,237.5362,15.3008,96.9388
IBM,2015-10-30,110.1618,28.548,135893.0238,8.0389,237.5362,15.3008,97.0297
IBM,2015-11-30,110.6712,27.114,135252.7512,8.0761,237.5362,15.3008,97.0297
IBM,2015-12-31,109.2424,16.642,133506.553,7.3972,221.4642,20.2321,95.098
IBM,2016-01-29,99.058,23.584,121060.0403,6.7076,221.4642,20.2321,95.3271
IBM,2016-02-29,105.0737,32.383,125904.227,7.1149,221.4642,20.2321,95.3271
IBM,2016-03-31,121.4486,17.795,145525.4154,7.8115,242.9007,10.7793,94.4444
IBM,2016-04-29,117.0301,24.673,140096.8328,7.5273,242.9007,10.7793,94.6429
IBM,2016-05-31,124.4747,18.345,147584.5353,8.0061,242.9007,10.7793,94.5946
IBM,2016-06-30,122.8878,24.593,145703.0101,7.4655,227.6023,12.3728,94.6903
IBM,2016-07-29,130.0451,23.866,153527.7016,7.9003,227.6023,12.3728,94.958
IBM,2016-08-31,129.7473,9.075,151864.5326,7.8822,227.6023,12.3728,95.1613
IBM,2016-09-30,129.7228,15.322,151835.8573,7.2515,198.5605,14.8393,95.2
IBM,2016-10-31,125.509,14.454,146136.8363,7.0159,198.5605,14.8393,95.0413
IBM,2016-11-30,133.6767,16.3,154247.6256,7.4725,198.5605,14.8393,92.8
IBM,2016-12-30,136.7833,13.455,157832.3473,7.0908,198.5605,14.8393,95.082
IBM,2017-01-31,143.8125,15.108,165943.1366,7.4552,186.6246,20.6752,95.082
IBM,2017-02-28,149.3515,14.244,170982.6658,7.7423,186.6246,20.6752,94.958
IBM,2017-03-31,144.634,9.412,164251.029,7.4144,188.66,9.6392,94.9153
IBM,2017-04-28,133.1307,16.517,150591.9561,6.8247,188.66,9.6392,94.7368
IBM,2017-05-31,128.007,12.706,143395.4099,6.562,188.66,9.6392,94.8276
IBM,2017-06-30,129.0134,8.917,144522.8057,6.5276,188.6864,12.0846,94.8718
IBM,2017-07-31,121.3311,15.408,134823.8028,6.139,188.6864,12.0846,95.7265
IBM,2017-08-31,121.2231,8.921,133295.4207,6.1335,188.6864,12.0846,97.4359
IBM,2017-09-29,122.9605,9.711,135205.8983,5.8,188.6864,12.0846,99.1453
IBM,2017-10-31,130.5714,28.401,142627.4197,6.159,172.8856,14.2328,98.2759
IBM,2017-11-30,131.7995,13.454,142544.0985,6.2169,172.8856,14.2328,98.3607
IBM,2017-12-29,131.3287,11.074,142034.9132,6.8841,172.8856,14.2328,98.3607
IBM,2018-01-31,140.1284,21.283,151552.0486,7.3454,227.6615,-4.6755,98.3607
IBM,2018-02-28,134.705,27.653,143545.5929,7.0611,227.6615,-4.6755,98.3607
IBM,2018-03-30,132.6303,22.083,141334.79,6.7021,227.6615,-4.6755,98.3607
IBM,2018-04-30,125.3086,33.424,133068.6856,6.3321,217.0312,8.8035,98.4496
IBM,2018-05-31,123.5094,13.369,129718.1013,6.2412,217.0312,8.8035,98.4615
IBM,2018-06-29,122.1022,13.255,128240.1723,6.0179,217.0312,8.8035,98.4615
IBM,2018-07-31,126.6734,17.65,132287.4936,6.2432,209.9099,12.0182,98.4615
IBM,2018-08-31,129.4113,13.951,133702.2843,6.3781,209.9099,12.0182,98.4733
IBM,2018-09-28,133.5901,11.19,138019.6779,6.1363,209.9099,12.0182,98.4615
IBM,2018-10-31,101.9794,34.36,104902.0657,4.6843,203.961,14.3634,96.9231
IBM,2018-11-30,111.1877,30.732,112935.8027,5.1072,203.961,14.3634,96.2687
IBM,2018-12-31,101.7036,31.4,103302.5886,5.4046,233.6149,8.966,96.3235
IBM,2019-01-31,120.2691,34.639,122160.0595,6.3912,233.6149,8.966,96.2121
IBM,2019-02-28,125.0285,26.222,122917.2259,6.6442,233.6149,8.966,96.2963
IBM,2019-03-29,127.7168,12.089,125560.1287,6.8713,233.6149,8.966,95.2703
IBM,2019-04-30,126.9655,18.031,124369.3958,6.8309,293.2976,8.7504,96.25
IBM,2019-05-31,116.3105,18.595,112594.7784,6.2576,293.2976,8.7504,94.5783
IBM,2019-06-28,126.303,18.644,122268.0522,6.3411,293.2976,8.7504,94.7059
IBM,2019-07-31,135.7734,16.496,131322.1339,6.8166,405.2599,13.0369,94.7977
IBM,2019-08-30,125.5949,27.445,120062.6606,6.3055,405.2599,13.0369,95
IBM,2019-09-30,134.7599,20.593,128823.9659,6.6463,361.5882,9.2745,95.1351
IBM,2019-10-31,123.9269,23.073,118436.2967,6.1121,361.5882,9.2745,95.3608
IBM,2019-11-29,126.0657,14.039,119073.9557,6.2175,361.5882,9.2745,95.0739
IBM,2019-12-31,125.6813,11.618,118710.8443,5.3503,324.8094,16.8481,95.0249
IBM,2020-01-31,134.767,22.12,127292.6713,5.7371,324.8094,16.8481,95.0249
IBM,2020-02-28,123.3081,34.694,115626.3042,5.2493,324.8094,16.8481,95.2381
IBM,2020-03-31,105.0985,85.44,98551.102,4.666,345.0566,6.6872,95.3271
IBM,2020-04-30,118.9594,62.669,111483.7141,5.2814,345.0566,6.6872,95.4545
IBM,2020-05-29,119.9211,31.122,110897.7054,5.3241,345.0566,6.6872,95.4751
IBM,2020-06-30,115.9558,41.863,107230.7116,5.0249,337.2245,7.5098,95.0893
IBM,2020-07-31,118.0393,23.836,109487.7513,5.1152,337.2245,7.5098,95.0893
IBM,2020-08-31,119.9447,16.677,109817.2654,5.1978,337.2245,7.5098,95.1754
IBM,2020-09-30,118.3495,22.964,108356.7163,4.9725,329.9194,9.6697,95.3782
IBM,2020-10-30,108.6126,36.686,99495.4376,4.5634,329.9194,9.6697,95.5466
IBM,2020-11-30,121.8912,36.556,110063.375,5.1213,329.9194,9.6697,95.5823
IBM,2020-12-31,124.2201,20.976,112166.2698,5.3837,320.688,6.6575,95.6693
IBM,2021-01-29,117.5393,37.33,106133.8131,5.0942,320.688,6.6575,95.8333
IBM,2021-02-26,118.93,37.569,106275.1451,5.1544,320.688,6.6575,95.8333
INTC,1999-12-31,25.7113,40.649,275006.0625,5.2695,3.6422,25.6698,
INTC,2000-01-31,30.9043,62.939,330550.1875,6.3338,3.6422,25.6698,
INTC,2000-02-29,35.3075,49.219,377533,7.2362,3.6422,25.6698,
INTC,2000-03-31,41.2246,43.69,439879.625,7.6482,3.6422,25.6698,
INTC,2000-04-28,39.6233,74.273,422792.875,7.3511,3.4374,33.7295,
INTC,2000-05-31,38.9689,73.371,417578.4375,7.2297,3.4374,33.7295,
INTC,2000-06-30,41.7817,54.571,447719.4375,7.6604,3.4374,33.7295,
INTC,2000-07-31,41.7231,39.237,447091.5,7.6496,3.4271,37.7952,
INTC,2000-08-31,46.8166,40.603,502710.75,8.5835,3.4271,37.7952,
INTC,2000-09-29,25.9875,90.819,279050.625,4.6385,3.4271,37.7952,
INTC,2000-10-31,28.1368,107.886,302130,5.0222,2.509,28.7367,
INTC,2000-11-30,23.8093,76.497,256160.625,4.2497,2.509,28.7367,
INTC,2000-12-29,18.805,89.136,202320.625,3.3864,2.509,28.7367,
INTC,2001-01-31,23.1446,58.93,249010,4.1679,2.9071,25.2011,
INTC,2001-02-28,17.8767,61.992,192225.625,3.2193,2.9071,25.2011,
INTC,2001-03-30,16.4685,80.015,176767.375,2.9999,2.9071,25.2011,
INTC,2001-04-30,19.346,110.432,207653.38,3.5241,3.2044,7.2637,
INTC,2001-05-31,16.9157,49.041,181642.25,3.0814,3.2044,7.2637,
INTC,2001-06-29,18.3185,47.131,196706.25,3.3548,3.2044,7.2637,
INTC,2001-07-31,18.6692,44.464,200472.25,3.419,3.6447,3.0944,
INTC,2001-08-31,17.5215,45.451,188114.88,3.2088,3.6447,3.0944,
INTC,2001-09-28,12.809,66.784,137520.32,2.3947,3.6447,3.0944,
INTC,2001-10-31,15.3031,65.849,164053.56,2.861,3.5485,1.6196,
INTC,2001-11-30,20.4824,46.198,219213.92,3.8293,3.5485,1.6196,
INTC,2001-12-31,19.7236,37.364,211092.4,3.6827,4.072,7.2175,
INTC,2002-01-31,21.975,45.168,234697.92,4.1031,4.072,7.2175,
INTC,2002-02-28,17.9154,46.736,191627.6,3.3451,4.072,7.2175,
INTC,2002-03-29,19.0826,51.901,203838.23,3.5579,4.072,7.2175,
INTC,2002-04-30,17.9531,39.574,191772.83,3.3473,4.116,13.8033,
INTC,2002-05-31,17.3443,53.795,184667.32,3.2338,4.116,13.8033,
INTC,2002-06-28,11.4728,80.637,122153.22,2.1491,4.116,13.8033,
INTC,2002-07-31,11.7994,76.234,125629.94,2.2103,4.1147,7.0581,
INTC,2002-08-30,10.4807,70.327,111105.55,1.9633,4.1147,7.0581,
INTC,2002-09-30,8.7328,56.778,92576.85,1.6386,3.7301,10.5474,
INTC,2002-10-31,10.8767,92.004,115304.5,2.0409,3.7301,10.5474,
INTC,2002-11-29,13.1416,56.634,138330,2.4659,3.7301,10.5474,
INTC,2002-12-31,9.7995,45.634,103151.25,1.8166,3.8485,14.6508,
INTC,2003-01-31,9.8813,46.433,104012.5,1.8318,3.8485,14.6508,
INTC,2003-02-28,10.8771,41.16,114347.5,2.0164,3.8485,14.6508,
INTC,2003-03-31,10.2595,47.566,106536.32,1.8936,3.4519,13.5535,
INTC,2003-04-30,11.5766,47.911,120213.28,2.1367,3.4519,13.5535,
INTC,2003-05-30,13.1344,39.308,136037.88,2.4242,3.4519,13.5535,
INTC,2003-06-30,13.1281,34.966,135972.54,2.4081,3.6602,13.1455,
INTC,2003-07-31,15.7019,38.381,162631.26,2.8802,3.6602,13.1455,
INTC,2003-08-29,18.0505,29.679,186120.9,3.311,3.6602,13.1455,
INTC,2003-09-30,17.3749,32.336,179155.2,3.0377,3.3029,21.1541,
INTC,2003-10-31,20.8032,31.856,214504.5,3.6371,3.3029,21.1541,
INTC,2003-11-28,21.1882,27.66,219083.28,3.7044,3.3029,21.1541,
INTC,2003-12-31,20.247,30.299,209350.6,3.4704,3.0651,24.8599,
INTC,2004-01-30,19.2804,23.997,199356.64,3.3048,3.0651,24.8599,
INTC,2004-02-27,18.4701,29.184,189332.8,3.1659,3.0651,24.8599,
INTC,2004-03-31,17.205,32.254,176364.8,2.92,3.2091,21.3818,
INTC,2004-04-30,16.2752,28.488,166833.32,2.7622,3.2091,21.3818,
INTC,2004-05-31,18.0864,24.646,184661.4,3.0696,3.2091,21.3818,
INTC,2004-06-30,17.4846,22.419,178516.8,2.9063,2.8865,21.8288,
INTC,2004-07-30,15.4447,42.723,157689.84,2.5673,2.8865,21.8288,
INTC,2004-08-31,13.5096,32.247,136575.35,2.2456,2.8865,21.8288,
INTC,2004-09-30,12.7291,32.626,128684.9,2.1072,2.8669,22.5003,
INTC,2004-10-29,14.1251,29.073,142797.9,2.3383,2.8669,22.5003,
INTC,2004-11-30,14.2264,26.22,141508.74,2.3551,2.8669,22.5003,
INTC,2004-12-31,14.8684,30.644,147894.97,2.4099,2.3432,22.1192,
INTC,2005-01-31,14.2709,20.382,141951.35,2.3131,2.3432,22.1192,
INTC,2005-02-28,15.3041,21.875,149385.73,2.4805,2.3432,22.1192,
INTC,2005-03-31,14.8192,22.195,144653.21,2.4019,2.3432,22.1192,
INTC,2005-04-29,15.0042,20.078,146459.04,2.4561,1.8191,23.0867,
INTC,2005-05-31,17.2567,15.273,166424.08,2.8248,1.8191,23.0867,
INTC,2005-06-30,16.655,20.321,160621.46,2.7263,1.8191,23.0867,
INTC,2005-07-29,17.3719,24.293,167535.22,2.814,1.9886,22.0778,
INTC,2005-08-31,16.5109,17.233,156711.96,2.6746,1.9886,22.0778,
INTC,2005-09-30,15.824,19.605,150192.45,2.6008,1.9886,22.0778,
INTC,2005-10-31,15.0858,16.597,143185.5,2.4795,1.865,20.0301,
INTC,2005-11-30,17.186,24.538,160853.72,2.8247,1.865,20.0301,
INTC,2005-12-30,16.0781,21.936,150483.84,2.6302,1.865,20.0301,
INTC,2006-01-31,13.6915,40.421,128146.395,2.2398,6.6856,24.0467,
INTC,2006-02-28,13.3324,41.438,121189.8,2.181,6.6856,24.0467,
INTC,2006-03-31,12.5946,15.215,114483.18,2.129,6.6856,24.0467,
INTC,2006-04-28,12.9312,18.686,117542.34,2.1859,6.5894,15.179,
INTC,2006-05-31,11.7225,25.102,104822.34,1.9816,6.5894,15.179,
INTC,2006-06-30,12.36,27.577,110523,2.0485,6.5894,15.179,
INTC,2006-07-31,11.7095,39.815,104706,1.9407,6.7278,11.0501,
INTC,2006-08-31,12.8036,23.864,112879.76,2.122,6.7278,11.0501,
INTC,2006-09-29,13.4578,23.31,118647.76,2.2129,6.7278,11.0501,
INTC,2006-10-31,13.9616,23.323,123089.12,2.2958,6.4426,14.8873,
INTC,2006-11-30,14.0656,25.605,123363.57,2.3129,6.4426,14.8873,
INTC,2006-12-29,13.3129,18.31,116761.5,2.0886,6.4426,14.8873,
INTC,2007-01-31,13.7796,27.092,120855.36,2.1619,5.5181,15.4838,
INTC,2007-02-28,13.126,19.308,114532.62,2.0593,5.5181,15.4838,
INTC,2007-03-30,12.6435,20.336,110322.71,1.9478,5.5181,15.4838,
INTC,2007-04-30,14.2099,20.106,123990.5,2.1891,5.295,18.4817,
INTC,2007-05-31,14.7349,19.272,128865.0738,2.27,5.295,18.4817,
INTC,2007-06-29,15.7712,26.102,137928.6738,2.3134,5.295,18.4817,
INTC,2007-07-31,15.6916,30.933,137232.2,2.3017,5.2118,14.7235,
INTC,2007-08-31,17.1862,28.56,150380,2.5209,5.2118,14.7235,
INTC,2007-09-28,17.2596,24.001,151022.4,2.4631,5.2118,14.7235,
INTC,2007-10-31,17.9537,24.271,157096,2.5621,4.8653,17.7502,
INTC,2007-11-30,17.4798,34.054,152489.76,2.4945,4.8653,17.7502,
INTC,2007-12-31,17.8686,32.842,155881.02,2.4311,4.9623,21.2285,
INTC,2008-01-31,14.142,62.417,123371.7,1.9241,4.9623,21.2285,
INTC,2008-02-29,13.4656,40.941,115585.6365,1.8321,4.9623,21.2285,
INTC,2008-03-31,14.2815,35.184,122589.84,2.0098,5.3591,14.9178,
INTC,2008-04-30,15.0098,36.516,128840.88,2.1123,5.3591,14.9178,
INTC,2008-05-30,15.7235,28.614,132775.04,2.2127,5.3591,14.9178,
INTC,2008-06-30,14.5703,31.129,123037.44,2.036,5.1213,16.906,
INTC,2008-07-31,15.052,35.461,127104.32,2.1033,5.1213,16.906,
INTC,2008-08-29,15.6103,27.532,128575.14,2.1814,5.1213,16.906,
INTC,2008-09-30,12.7844,55.041,105300.06,1.8274,6.0548,19.7122,
INTC,2008-10-31,10.9422,87.142,89164.422,1.5641,6.0548,19.7122,
INTC,2008-11-28,9.5012,80.973,76755.6,1.3581,6.0548,19.7122,
INTC,2008-12-31,10.0933,68.521,81538.92,1.4362,5.086,2.8446,
INTC,2009-01-30,8.8816,52.152,71749.8,1.2638,5.086,2.8446,
INTC,2009-02-27,8.8618,56.544,70859.88,1.261,5.086,2.8446,
INTC,2009-03-31,10.4546,62.175,83596.86,1.4947,3.0744,8.8034,
INTC,2009-04-30,10.9763,46.11,87768.36,1.5693,3.0744,8.8034,
INTC,2009-05-29,11.0273,34.638,87796.2,1.5766,3.0744,8.8034,
INTC,2009-06-30,11.6095,27.745,92431.75,1.6641,3.0681,-4.9601,
INTC,2009-07-31,13.5035,29.805,107511.25,1.9356,3.0681,-4.9601,
INTC,2009-08-31,14.3581,20.509,113751.36,2.0581,3.0681,-4.9601,
INTC,2009-09-30,13.8282,22.513,109552.86,1.9556,5.6977,19.7678,
INTC,2009-10-30,13.5031,25.626,106977.78,1.9096,5.6977,19.7678,
INTC,2009-11-30,13.6702,25.732,106022.4,1.9332,5.6977,19.7678,
INTC,2009-12-31,14.5246,24.703,112648.8,1.9235,5.3256,21.5914,
INTC,2010-01-29,13.8126,29.061,107126.8,1.8292,5.3256,21.5914,
INTC,2010-02-26,14.7337,29.293,113407.72,1.9512,5.3256,21.5914,
INTC,2010-03-31,15.9968,18.932,123129.96,2.0647,5.5524,23.711,
INTC,2010-04-30,16.3915,21.082,126168.16,2.1156,5.5524,23.711,
INTC,2010-05-31,15.4805,37.334,119180.88,1.998,5.5524,23.711,
INTC,2010-06-30,14.0567,34.164,108219.8,1.7071,4.9584,26.8184,
INTC,2010-07-30,14.8878,27.021,114618.4,1.808,4.9584,26.8184,
INTC,2010-08-31,12.8638,24.867,98358.72,1.5622,4.9584,26.8184,
INTC,2010-09-30,13.9816,22.492,106905.6,1.6345,4.8893,26.6168,
INTC,2010-10-29,14.6005,19.797,111638.4,1.7069,4.8893,26.6168,
INTC,2010-11-30,15.5273,18.296,118016.535,1.8152,4.8893,26.6168,
INTC,2010-12-31,15.4337,12.497,117305.34,1.7207,4.2788,27.756,
INTC,2011-01-31,15.7493,14.397,119703.88,1.7559,4.2788,27.756,
INTC,2011-02-28,15.8902,19.411,117827.36,1.7716,4.2788,27.756,
INTC,2011-03-31,14.9354,21.584,110747.84,1.6652,4.2788,27.756,
INTC,2011-04-29,17.1335,28.086,127047.2,1.9309,4.5133,24.5972,
INTC,2011-05-31,16.7908,30.592,119348.02,1.8922,4.5133,24.5972,
INTC,2011-06-30,16.5298,22.879,117492.32,1.8628,4.5133,24.5972,
INTC,2011-07-29,16.6566,23.236,117254.83,1.8067,4.4353,22.6673,
INTC,2011-08-31,15.1621,33.794,105702.63,1.6446,4.4353,22.6673,
INTC,2011-09-30,16.0697,27.727,112030.085,1.7834,4.4353,22.6673,
INTC,2011-10-31,18.4838,30.568,128859.54,2.0513,15.4867,24.3659,
INTC,2011-11-30,18.9291,36.828,126841.72,2.1007,15.4867,24.3659,
INTC,2011-12-30,18.4276,33.674,123481,2.0069,15.4867,24.3659,
INTC,2012-01-31,20.0766,20.692,134530.64,2.1865,15.9679,24.1953,
INTC,2012-02-29,20.5894,16.311,134292.48,2.2423,15.9679,24.1953,
INTC,2012-03-30,21.5354,13.912,140462.54,2.3055,15.9679,24.1953,
INTC,2012-04-30,21.7498,16.973,142196.6973,2.3285,15.9324,21.2149,
INTC,2012-05-31,19.9362,19.347,130001.04,2.1343,15.9324,21.2149,
INTC,2012-06-29,20.5612,26.739,134076.15,2.1131,15.9324,21.2149,
INTC,2012-07-31,19.8282,27.566,129296.7,2.0377,14.7297,20.9392,
