Tick,Date,Close,Vol_1M,Mkt_Cap,P2B,D2E,ESG_rank
NUE,31/01/2018,60.9615,22.676,21287.7,2.2181,41.774,17.3913
NUE,28/02/2018,59.5412,31.269,20793.06,2.1664,41.774,24
NUE,30/03/2018,55.9704,35.96,19423.06,1.9835,41.774,21.7391
NUE,30/04/2018,56.456,36.564,19591.57,2.0007,40.9411,23.8095
NUE,31/05/2018,58.8107,22.659,20418.62,2.0842,40.9411,26.087
NUE,29/06/2018,57.6098,25.314,19881.04,1.9443,40.9411,26.087
NUE,31/07/2018,61.6932,22.996,21290.21,2.0821,44.0804,20.8333
NUE,31/08/2018,57.6098,21.872,19771.47,1.9443,44.0804,20.8333
NUE,28/09/2018,58.8388,20.627,20071.99,1.8864,44.0804,20.8333
NUE,31/10/2018,54.8234,31.657,18702.23,1.7576,42.1212,20.8333
NUE,30/11/2018,56.0197,32.697,18964.66,1.796,42.1212,20.8333
NUE,31/12/2018,48.4139,29.397,16264.84,1.5109,42.0619,20.8333
NUE,31/01/2019,57.2257,32.262,19225.23,1.7859,42.0619,17.3913
NUE,28/02/2019,56.5996,22.611,18496.96,1.7664,42.0619,17.3913
NUE,29/03/2019,54.9066,19.357,17772.09,1.6546,42.0619,16.6667
NUE,30/04/2019,53.7021,22.641,17382.23,1.6183,41.9697,16.6667
NUE,31/05/2019,45.1674,27.28,14629.71,1.3611,41.9697,16
NUE,28/06/2019,52.2274,28.338,16793.69,1.5371,41.9697,19.2308
NUE,31/07/2019,51.5449,20.125,16485.68,1.517,41.7392,19.2308
NUE,30/08/2019,46.4265,32.033,14848.63,1.3664,41.7392,18.5185
NUE,30/09/2019,48.6322,30.703,15433.72,1.4112,41.7922,18.5185
NUE,31/10/2019,51.4407,32.699,16325,1.4927,41.7922,18.5185
NUE,29/11/2019,53.8384,17.862,17089.21,1.5623,41.7922,19.2308
NUE,31/12/2019,54.1465,17.378,17064.96,1.5777,42.2638,19.2308
NUE,31/01/2020,45.6897,20.497,14399.69,1.3313,42.2638,19.2308
NUE,28/02/2020,39.7825,30.76,12446.37,1.1592,42.2638,21.4286
NUE,31/03/2020,35.0778,105.857,10842.14,1.0221,42.2638,20.6897
NUE,30/04/2020,40.1125,68.227,12398.33,1.1879,40.8249,20.6897
NUE,29/05/2020,41.1545,48.742,12725.95,1.2188,40.8249,20
NUE,30/06/2020,40.7306,49.854,12469.99,1.2062,40.8249,20
NUE,31/07/2020,41.2617,33.551,12632.6,1.2219,50.5792,20
NUE,31/08/2020,44.7141,25.627,13724.15,1.3241,50.5792,20.6897
NUE,30/09/2020,44.5111,34.058,13543.01,1.3181,50.5792,14.2857
NUE,30/10/2020,47.3886,29.956,14418.51,1.3888,51.5668,14.2857
NUE,30/11/2020,53.2824,46.77,16213.58,1.5615,51.5668,17.2414
NUE,31/12/2020,53.19,29.086,16059.6,1.4901,49.205,17.2414
NUE,29/01/2021,48.73,32.485,14713,1.3652,49.205,13.7931
NUE,26/02/2021,59.82,33.911,18061.39,1.6759,49.205,13.7931
NVDA,28/02/2014,17.4587,24.883,10449.68,2.2252,30.8947,90.566
NVDA,31/03/2014,17.0122,22.036,9926.463,2.1683,30.8947,90.566
NVDA,30/04/2014,17.5442,25.672,10293.44,2.3492,33.1165,90.566
NVDA,30/05/2014,18.1307,22.666,10601.36,2.4277,33.1165,81.1321
NVDA,30/06/2014,17.6918,14.915,10344.69,2.369,33.1165,80.3922
NVDA,31/07/2014,16.6994,24.219,9764.409,2.1022,32.1988,80.3922
NVDA,29/08/2014,18.6422,31.526,10540.25,2.3468,32.1988,80.7692
NVDA,30/09/2014,17.6838,17.248,9998.334,2.2262,32.1988,80.3922
NVDA,31/10/2014,18.7285,32.857,10589.02,2.4211,33.1123,80.3922
NVDA,28/11/2014,20.1842,25.482,11397.97,2.6093,33.1123,80.3922
NVDA,31/12/2014,19.2987,23.613,10897.92,2.4948,33.1123,80.3922
NVDA,30/01/2015,18.4853,28.256,10438.63,2.2803,31.7225,76.4706
NVDA,27/02/2015,21.3151,33.197,11990.42,2.6294,31.7225,76.9231
NVDA,31/03/2015,20.2184,29.565,11505.41,2.4941,31.7225,82.6923
NVDA,30/04/2015,21.4455,28.588,12277.64,2.5324,30.8165,82.6923
NVDA,29/05/2015,21.4812,32.625,11905.94,2.5366,30.8165,80.7692
NVDA,30/06/2015,19.5204,28.043,10819.18,2.3051,30.8165,81.1321
NVDA,31/07/2015,19.3651,22.473,10733.1,2.4941,33.7157,81.1321
NVDA,31/08/2015,21.9123,50.162,12116.72,2.8222,33.7157,81.1321
NVDA,30/09/2015,24.0275,42.949,13286.35,3.0946,33.7157,81.1321
NVDA,30/10/2015,27.6535,28.922,15291.43,3.332,31.7357,82.6923
NVDA,30/11/2015,31.0363,45.858,17065.36,3.7397,31.7357,82.6923
NVDA,31/12/2015,32.2496,24.314,17732.48,3.8858,31.7357,83.3333
NVDA,29/01/2016,28.6587,35.126,15758.02,3.4565,31.7357,81.8182
NVDA,29/02/2016,30.7959,45.435,16871.68,3.7142,33.8778,81.8182
NVDA,31/03/2016,34.9891,23.193,19311.46,4.22,33.8778,80.7692
NVDA,29/04/2016,34.8909,19.377,19347.81,4.4404,33.8778,81.1321
NVDA,31/05/2016,45.9987,47.262,24948.48,5.854,35.9628,81.1321
NVDA,30/06/2016,46.2842,28.032,25103.34,5.8903,35.9628,79.2453
NVDA,29/07/2016,56.2185,29.859,30491.4,6.7136,35.9628,78.8462
NVDA,31/08/2016,60.5043,24.836,32816.9,7.2254,33.6607,78.8462
NVDA,30/09/2016,67.5865,28.574,36658.2,8.0712,33.6607,78.8462
NVDA,31/10/2016,70.1905,24.035,38070.6,7.1061,57.269,78.8462
NVDA,30/11/2016,91.08,86.459,49695.8,9.2209,57.269,77.3585
NVDA,30/12/2016,105.4434,46.937,57532.86,10.6751,57.269,80.7692
NVDA,31/01/2017,107.8538,45.231,58848.02,10.9501,48.9413,76.9231
NVDA,28/02/2017,100.3738,44.443,54697.72,10.1907,48.9413,81.1321
NVDA,31/03/2017,107.7426,41.665,64159.77,10.9388,48.9413,81.1321
NVDA,28/04/2017,103.1631,33.698,62010.21,10.0101,48.9413,79.5918
NVDA,31/05/2017,142.9269,59.66,85888.25,13.8685,36.122,72.093
NVDA,30/06/2017,143.1348,41.906,86013.2,13.8887,36.122,72.093
NVDA,31/07/2017,160.9079,37.113,96693.45,16.1635,34.7899,73.8095
NVDA,31/08/2017,167.9172,39.239,101664,16.8676,34.7899,73.8095
NVDA,29/09/2017,177.1634,34.488,107262,17.7964,34.7899,80.9524
NVDA,31/10/2017,204.9514,25.883,124086,19.553,31.7223,82.9268
NVDA,30/11/2017,199.0444,34.272,121630.3,18.9894,31.7223,83.7209
NVDA,29/12/2017,191.8943,35.353,117261,18.3073,31.7223,84.0909
NVDA,31/01/2018,243.7602,28.422,148954.8,19.7723,26.7702,86.3636
NVDA,28/02/2018,240.1409,49.608,146652,19.4787,26.7702,86.3636
NVDA,30/03/2018,229.8109,44.763,140112,18.6408,26.7702,86.3636
NVDA,30/04/2018,223.1723,50.623,136522.4,17.5542,25.9168,88.8889
NVDA,31/05/2018,250.4074,29.263,153079.3,19.6964,25.9168,88.8889
NVDA,29/06/2018,235.2255,27.013,143798.3,18.5023,25.9168,89.1304
NVDA,31/07/2018,243.1292,30.434,148630,16.8076,22.7516,89.1304
NVDA,31/08/2018,278.8485,27.104,170653.4,19.2768,22.7516,89.1304
NVDA,28/09/2018,279.1863,26.907,170860.2,19.3002,22.7516,89.1304
NVDA,31/10/2018,209.4543,68.794,128184.6,13.5068,21.0026,84.7826
NVDA,30/11/2018,162.526,99.769,99692.3,10.4806,21.0026,85.4167
NVDA,31/12/2018,132.7616,89.319,81435,8.5612,21.0026,85.4167
NVDA,31/01/2019,142.9549,73.292,87687.5,9.2732,21.2802,81.25
NVDA,28/02/2019,153.5649,62.203,93481.56,9.9615,21.2802,81.25
NVDA,29/03/2019,178.7508,38.191,108813.4,11.5953,21.2802,90.3846
NVDA,30/04/2019,180.1844,32.532,110137.5,11.3079,26.319,90.566
NVDA,31/05/2019,135.0035,33.463,82495.14,8.4725,26.319,91.2281
NVDA,28/06/2019,163.6765,41.143,100016.1,10.272,26.319,91.8033
NVDA,31/07/2019,168.1514,31.145,102750.5,9.9075,24.7291,91.8033
NVDA,30/08/2019,167.1107,51.58,102013.6,9.8462,24.7291,92.0635
NVDA,30/09/2019,173.6551,37.378,106008.6,10.2318,24.7291,92.0635
NVDA,31/10/2019,200.5409,34.283,122421.2,10.9444,22.7216,90.4762
NVDA,29/11/2019,216.3829,30.156,132644.9,11.809,22.7216,90.4762
NVDA,31/12/2019,234.9124,26.841,144003.6,12.8203,22.7216,90.4762
NVDA,31/01/2020,236.0405,28.473,144695.2,11.8368,21.6568,90.4762
NVDA,28/02/2020,269.7864,57.324,165282.8,13.5291,21.6568,90.4762
NVDA,31/03/2020,263.3232,121.751,161451.2,13.205,21.6568,90.625
NVDA,30/04/2020,291.973,79.451,179791.7,13.7082,57.8517,90.7692
NVDA,29/05/2020,354.6471,48.179,218337.3,16.6507,57.8517,89.0625
NVDA,30/06/2020,379.6842,40.335,233644.6,17.8262,57.8517,89.0625
NVDA,31/07/2020,424.3377,35.329,261122.9,18.8168,55.304,88.5246
NVDA,31/08/2020,534.6621,36.54,330082.7,23.709,55.304,88.8889
NVDA,30/09/2020,541.0602,57.756,333932.7,23.9927,55.304,84.375
NVDA,30/10/2020,501.2119,41.853,309339.1,20.2328,50.0913,83.3333
NVDA,30/11/2020,535.9017,50.145,331821.1,21.6332,50.0913,83.3333
NVDA,31/12/2020,522.2,21.001,323241.8,21.0801,50.0913,81.8182
NVDA,29/01/2021,519.59,36.811,321626.2,19.0698,50.0913,82.0896
NVDA,26/02/2021,548.58,47.649,339571,20.1338,45.6876,82.0896
NWL,28/02/2014,25.5017,18.523,9221.992,3.4298,88.5012,34.6154
NWL,31/03/2014,23.7465,18.953,8339.11,3.1742,95.7897,34.6154
NWL,30/04/2014,23.9133,17.331,8357.604,3.1965,95.7897,34.6154
NWL,30/05/2014,23.3894,18.13,8101.776,3.1265,95.7897,34.6154
NWL,30/06/2014,24.7554,17.548,8574.933,3.2275,98.1603,33.3333
NWL,31/07/2014,25.9457,17.367,8987.216,3.3827,98.1603,33.3333
NWL,29/08/2014,26.9137,17.994,9177.776,3.5089,98.1603,33.3333
NWL,30/09/2014,27.6283,10.029,9421.458,3.6979,107.7772,33.3333
NWL,31/10/2014,26.7611,28.365,9125.754,3.5818,107.7772,33.3333
NWL,28/11/2014,29.2917,21.999,9843.641,3.9205,107.7772,33.3333
NWL,31/12/2014,30.7276,18.672,10326.2,4.4679,133.8024,44
NWL,30/01/2015,29.7435,21.331,9995.457,4.3248,133.8024,52
NWL,27/02/2015,31.8476,19.822,10651.52,4.6307,133.8024,52
NWL,31/03/2015,31.6693,14.756,10490.3,5.0189,166.8334,56
NWL,30/04/2015,30.9073,14.77,10256.11,4.8981,166.8334,56
NWL,29/05/2015,32.1969,18.343,10621.71,5.1025,166.8334,56
NWL,30/06/2015,33.4838,13.552,11046.26,5.0388,160.5911,56
NWL,31/07/2015,35.2513,16.487,11629.34,5.3047,160.5911,56
NWL,31/08/2015,34.4744,27.564,11282.41,5.1878,160.5911,56
NWL,30/09/2015,32.4942,36.193,10634.34,4.8628,152.905,56
NWL,30/10/2015,34.7199,23.614,11362.75,5.1959,152.905,56
NWL,30/11/2015,36.7007,20.519,11928.69,5.4924,152.905,48
NWL,31/12/2015,36.2241,41.263,11773.77,5.3097,167.4277,52
NWL,29/01/2016,31.8687,31.576,10358.14,4.6713,167.4277,53.8462
NWL,29/02/2016,31.3939,41.715,10156.27,4.6017,167.4277,53.8462
NWL,31/03/2016,36.5808,27.529,11872.79,5.5267,639.5289,57.6923
NWL,29/04/2016,37.6133,23.711,20838.51,5.6827,639.5289,57.6923
NWL,31/05/2016,39.5459,24.691,22793.52,5.9747,639.5289,61.5385
NWL,30/06/2016,40.2757,27.941,23214.12,1.717,114.4996,62.963
NWL,29/07/2016,43.5014,33.721,25073.35,1.8546,114.4996,62.963
NWL,31/08/2016,44.1713,22.187,25595.18,1.8831,114.4996,57.1429
NWL,30/09/2016,43.8218,20.414,25392.65,1.8499,111.215,57.1429
NWL,31/10/2016,39.9605,20.4,23155.24,1.6869,111.215,57.1429
NWL,30/11/2016,39.274,25.257,22677.62,1.658,111.215,59.2593
NWL,30/12/2016,37.3024,19.338,21539.16,1.5859,111.215,59.2593
NWL,31/01/2017,39.5414,20.203,22831.99,1.6811,104.4658,51.8519
NWL,28/02/2017,41.1279,29.984,23652.07,1.7486,104.4658,53.5714
NWL,31/03/2017,39.5677,18.065,22787.35,1.5935,92.9741,37.037
NWL,28/04/2017,40.0458,14.004,23062.71,1.6128,92.9741,40.7407
NWL,31/05/2017,44.6087,38.976,25580.15,1.7965,92.9741,48.1481
NWL,30/06/2017,45.1732,15.051,25903.82,1.7834,92.797,51.8519
NWL,31/07/2017,44.4149,14.238,25469.03,1.7535,92.797,53.5714
NWL,31/08/2017,40.8695,17.454,23662.03,1.6135,92.797,53.5714
NWL,29/09/2017,36.1206,24.012,20912.57,1.3901,92.797,53.5714
NWL,31/10/2017,34.5207,17.659,19986.28,1.3286,89.8622,50
NWL,30/11/2017,26.4138,98.858,15178.4,1.0166,89.8622,44.8276
NWL,29/12/2017,26.3541,27.256,15144.09,0.904,89.8622,44.8276
NWL,31/01/2018,22.5502,72.892,12958.24,0.7735,74.4008,44.8276
NWL,28/02/2018,22.0932,86.38,12590.67,0.7579,74.4008,43.3333
NWL,30/03/2018,21.9126,46.99,12362.9,0.7532,74.4008,46.6667
NWL,30/04/2018,23.7616,31.904,13418.68,0.8167,78.7454,46.6667
NWL,31/05/2018,20.4682,29.43,11452.81,0.7035,78.7454,46.6667
NWL,29/06/2018,22.3866,29.15,12526.2,0.7795,78.7454,41.3793
NWL,31/07/2018,22.7338,22.015,12720.48,0.7915,75.0679,48.2759
NWL,31/08/2018,19.0484,53.008,10262.7,0.6632,75.0679,48.2759
NWL,28/09/2018,17.8031,28.059,9591.75,1.3866,75.0679,34.4828
NWL,31/10/2018,13.9267,44.626,7503.3,1.0847,159.5218,36.6667
NWL,30/11/2018,20.7239,57.811,10923.12,1.6141,159.5218,36.6667
NWL,31/12/2018,16.464,48.326,8677.812,1.3339,133.5377,36.6667
NWL,31/01/2019,18.7843,44.215,9900.828,1.5219,133.5377,36.6667
NWL,28/02/2019,14.5696,75.074,7576.164,1.1804,133.5377,36.6667
NWL,29/03/2019,13.7707,22.766,6490.088,1.1774,133.5377,36.6667
NWL,30/04/2019,12.9089,33.266,6083.929,1.1037,159.6115,40.625
NWL,31/05/2019,12.2536,54.512,5678.002,1.0477,159.6115,38.2353
NWL,28/06/2019,14.0797,38.156,6524.202,1.1997,159.6115,40
NWL,31/07/2019,12.9566,28.14,6003.789,1.104,148.907,41.6667
NWL,30/08/2019,15.3746,52.962,7028.44,1.31,148.907,44.7368
NWL,30/09/2019,17.3381,34.773,7926.048,1.7738,168.2356,42.1053
NWL,31/10/2019,17.5697,25.193,8031.898,1.7975,168.2356,42.1053
NWL,29/11/2019,18.0162,36.597,8137.748,1.8432,168.2356,42.1053
NWL,31/12/2019,18.0162,30.837,8137.748,1.5373,128.0524,39.4737
NWL,31/01/2020,18.3067,26.46,8269.002,1.562,128.0524,41.0256
NWL,28/02/2020,14.6669,39.969,6533.062,1.2515,128.0524,42.5
NWL,31/03/2020,12.6232,117.482,5624.08,1.5499,190.9457,37.5
NWL,30/04/2020,13.1935,90.912,5878.18,1.62,190.9457,39.0244
NWL,29/05/2020,12.7027,66.853,5576.915,1.5597,190.9457,37.2093
NWL,30/06/2020,15.3398,61.832,6734.708,1.8626,193.7713,39.5349
NWL,31/07/2020,15.8421,40.958,6955.24,1.9236,193.7713,39.5349
NWL,31/08/2020,15.6589,32.041,6780.314,1.9013,193.7713,40.9091
NWL,30/09/2020,16.8151,31.014,7280.988,1.9148,173.52,37.7778
NWL,30/10/2020,17.3051,31.054,7493.138,1.9706,173.52,37.2093
NWL,30/11/2020,21.0595,42.963,9020.618,2.3982,173.52,38.0952
NWL,31/12/2020,21.0298,24.158,9007.889,2.3038,159.1795,36.5854
NWL,29/01/2021,23.7935,29.278,10191.69,2.6066,159.1795,37.5
NWL,26/02/2021,23.17,37.915,9837.982,2.5383,159.1795,37.5
NWSA,28/02/2014,16.8341,32.34,10525.54,0.7644,0,0
NWSA,31/03/2014,15.8147,17.923,9870.069,0.7026,0,0
NWSA,30/04/2014,15.631,15.986,9762.213,0.6944,0,0
NWSA,30/05/2014,15.6677,23.149,9784.31,0.696,0,0
NWSA,30/06/2014,16.4759,15.72,10289.86,0.7204,0,0
NWSA,31/07/2014,16.2096,13.192,10131.92,0.7087,0,0
NWSA,29/08/2014,16.1866,13.071,10132.63,0.7077,0,0
NWSA,30/09/2014,15.0157,16.632,9439.992,0.6783,0,0
NWSA,31/10/2014,14.2167,28.314,8893.421,0.6422,0,0
NWSA,28/11/2014,14.2534,20.748,8908.95,0.6439,0,0
NWSA,31/12/2014,14.4095,19.294,8979.615,0.6635,0,0
NWSA,30/01/2015,13.6748,20.98,8547.495,0.6296,0,0
NWSA,27/02/2015,15.8652,22.281,9941.206,0.7305,0,0
NWSA,31/03/2015,14.7034,18.318,9269.472,0.6931,0,0
NWSA,30/04/2015,14.4922,15.136,9121.931,0.6831,0,0
NWSA,29/05/2015,13.9136,28.02,8795.458,0.6558,0,0
NWSA,30/06/2015,13.3993,24.62,8414.283,0.6508,0,0
NWSA,31/07/2015,13.5279,22.847,8473.734,0.657,0,1.4085
NWSA,31/08/2015,12.5176,40.689,7953.901,0.6079,0,1.3699
NWSA,30/09/2015,11.6796,39.868,7374.959,0.5846,0,1.3699
NWSA,30/10/2015,14.2524,27.225,8966.803,0.7134,0,1.4085
NWSA,30/11/2015,13.2806,26.526,8361.825,0.6647,0,1.4085
NWSA,31/12/2015,12.3644,27.837,7884.28,0.6095,0,1.4493
NWSA,29/01/2016,12.0035,31.127,7613.703,0.5917,0,1.4085
NWSA,29/02/2016,10.0137,42.198,6397.935,0.4936,0,1.4085
NWSA,31/03/2016,11.9268,31.558,7507.797,0.5939,3.11,1.4286
NWSA,29/04/2016,11.5999,21.379,7316.627,0.5776,3.11,1.3889
NWSA,31/05/2016,11.1703,27.308,7012.47,0.5562,3.11,1.3699
NWSA,30/06/2016,10.6006,35.318,6646.701,0.5318,3.1266,0
NWSA,29/07/2016,12.1136,33.187,7616.22,0.6077,3.1266,1.3699
NWSA,31/08/2016,13.1316,16.115,8231.032,0.6588,3.1266,2.7397
NWSA,30/09/2016,13.1554,21.852,8158.667,0.6633,3.2381,2.7397
NWSA,31/10/2016,11.4051,29.746,7101.527,0.575,3.2381,1.3889
NWSA,30/11/2016,10.8781,30.546,6798.203,0.5484,3.2381,1.3699
NWSA,30/12/2016,10.784,17.282,6730.087,0.5723,3.2381,1.3699
NWSA,31/01/2017,11.5651,15.728,7216.596,0.6138,2.3826,5.5556
NWSA,28/02/2017,12.0638,26.046,7530.574,0.6403,2.3826,12.8205
NWSA,31/03/2017,12.3328,19.575,7659.198,0.6441,3.2876,12.8205
NWSA,28/04/2017,12.0672,20.01,7452.462,0.6302,3.2876,37.8378
NWSA,31/05/2017,12.6933,22.776,7848.52,0.6629,3.2876,35.6164
NWSA,30/06/2017,12.9969,16.135,8060.652,0.701,4.3451,37.8378
NWSA,31/07/2017,13.5756,20.68,8403.579,0.7322,4.3451,37.8378
NWSA,31/08/2017,12.6838,17,7846.359,0.6841,4.3451,39.1304
NWSA,29/09/2017,12.6745,16.744,7794.324,0.6766,4.3451,42.029
NWSA,31/10/2017,13.0568,12.922,8006.305,0.6971,3.4415,42.029
NWSA,30/11/2017,15.4464,22.747,9463.08,0.8246,3.4415,42.2535
NWSA,29/12/2017,15.4942,16.912,9522.156,0.8314,3.4415,40.8451
NWSA,31/01/2018,16.3545,11.673,10036.53,0.8775,2.5139,40.8451
NWSA,28/02/2018,15.4177,24.73,9453.479,0.8273,2.5139,39.4366
NWSA,30/03/2018,15.1941,24.444,9267.164,0.9135,2.5139,40
NWSA,30/04/2018,15.3672,23.031,9366.068,0.9239,2.757,57.5342
NWSA,31/05/2018,14.4537,35.079,8844.798,0.869,2.757,58.1081
NWSA,29/06/2018,14.9056,19.154,9104.786,0.9389,2.757,56.7568
NWSA,31/07/2018,14.4921,15.838,8830.184,0.9128,18.5958,55.4054
NWSA,31/08/2018,12.5688,46.6,7725.866,0.7917,18.5958,55.8442
NWSA,28/09/2018,12.7855,17.922,7795.792,0.8074,18.5958,55.8442
NWSA,31/10/2018,12.7855,26.53,7743.888,0.8074,17.8044,55.8442
NWSA,30/11/2018,12.582,34.34,7675.133,0.7946,17.8044,56.4103
NWSA,31/12/2018,11.0019,34.267,6677.917,0.6946,16.1012,56.4103
NWSA,31/01/2019,12.4366,26.948,7523.525,0.7852,16.1012,54.5455
NWSA,28/02/2019,12.6207,18.701,7674.016,0.7968,16.1012,53.9474
NWSA,29/03/2019,12.1517,15.545,7286.831,0.7654,16.1012,53.5714
NWSA,30/04/2019,12.1322,13.432,7279.124,0.7642,14.7829,52.381
NWSA,31/05/2019,11.126,24.963,6716.899,0.7008,14.7829,51.7241
NWSA,28/06/2019,13.1774,24.056,7987.661,0.8433,14.7829,50
NWSA,31/07/2019,12.855,16.687,7763.705,0.8227,14.0917,51.087
NWSA,30/08/2019,13.4313,31.187,8129.389,0.8596,14.0917,51.6129
NWSA,30/09/2019,13.6927,24.06,8221.899,0.9241,28.8941,53.5354
NWSA,31/10/2019,13.4861,23.648,8144.978,0.9102,28.8941,52.9412
NWSA,29/11/2019,12.6697,19.794,7633.748,0.8551,28.8941,53.271
NWSA,31/12/2019,13.9091,19.089,8390.835,0.9133,26.928,53.7736
NWSA,31/01/2020,13.3976,19.751,8080.984,0.8798,26.928,64.1509
NWSA,28/02/2020,11.8778,36.74,7176.179,0.78,26.928,64.5455
NWSA,31/03/2020,8.9164,91.539,5282.683,0.67,29.4118,64.2857
NWSA,30/04/2020,9.8453,78.761,5891.603,0.7397,29.4118,65.4867
NWSA,29/05/2020,12.17,58.374,7210.963,0.9144,29.4118,66.6667
NWSA,30/06/2020,11.7825,45.171,6997.424,0.9146,30.2301,65.0794
NWSA,31/07/2020,12.6369,24.327,7493.541,0.9809,30.2301,64.5669
NWSA,31/08/2020,15.0212,28.624,8890.013,1.166,30.2301,65.3543
NWSA,30/09/2020,14.02,35.348,8244.522,1.0839,30.0804,66.1538
NWSA,30/10/2020,13.13,24.287,7732.385,1.0151,30.0804,66.9173
NWSA,30/11/2020,17.65,42.136,10455.77,1.3646,30.0804,65.1163
NWSA,31/12/2020,17.97,21.036,10572.89,1.3055,28.0692,64.8438
NWSA,29/01/2021,19.4,27.178,11353.55,1.4094,28.0692,63.4921
NWSA,26/02/2021,23.45,30.533,13746.65,1.7036,28.0692,63.4921
O,28/02/2014,32.5847,14.234,9221.312,1.4213,76.8597,18.254
O,31/03/2014,30.1079,18.513,9047.537,1.331,89.979,19.5313
O,30/04/2014,32.151,16.235,9621.035,1.4213,89.979,18.6047
O,30/05/2014,32.176,13.142,9588.433,1.4224,89.979,20.4545
O,30/06/2014,33.1457,13.063,9836.448,1.4171,78.3234,19.685
O,31/07/2014,32.2557,12.039,9584.411,1.3791,78.3234,19.685
O,29/08/2014,33.6445,11.659,9956.21,1.4385,78.3234,20.3125
O,30/09/2014,30.824,14.817,9081.257,1.332,85.1862,18.1102
O,31/10/2014,34.9231,15.149,10250.25,1.5091,85.1862,17.1875
O,28/11/2014,35.389,13.781,10346,1.5292,85.1862,16.4063
O,31/12/2014,36.4761,14.643,10624.36,1.576,87.4111,16.4063
O,30/01/2015,41.6649,19.26,12094.09,1.8002,87.4111,15.625
O,27/02/2015,38.547,24.213,11265.7,1.6655,87.4111,15.625
O,31/03/2015,39.8809,25.465,11714.46,1.7275,88.5553,15.625
O,30/04/2015,36.4433,19.604,10922.35,1.5786,88.5553,15.625
O,29/05/2015,35.5019,17.642,10596.8,1.5378,88.5553,14.9606
O,30/06/2015,34.7294,14.069,10322.4,1.4693,88.6548,16.0305
O,31/07/2015,37.9314,13.023,11341.82,1.6047,88.6548,16.4063
O,31/08/2015,35.2481,22.256,10496.29,1.4912,88.6548,16.4063
O,30/09/2015,37.5309,25.175,11130.44,1.5869,86.6044,16.4063
O,30/10/2015,39.3183,18.031,12345.24,1.6625,86.6044,17.3228
O,30/11/2015,39.5975,24.093,12385.17,1.6743,86.6044,17.4603
O,31/12/2015,41.3529,18.116,12892.71,1.6913,73.5655,15.1515
O,29/01/2016,44.8465,19.63,13931.52,1.8342,73.5655,15.1515
O,29/02/2016,47.2129,26.331,14666.51,1.931,73.5655,14.3939
O,31/03/2016,50.5748,14.186,15661.15,2.0919,78.534,18.797
O,29/04/2016,48.0577,19.223,14864.62,1.9878,78.534,19.403
O,31/05/2016,48.9428,25.788,15481.05,2.0244,78.534,17.1642
O,30/06/2016,56.6589,13.741,17869.29,2.2866,72.5447,17.7778
O,29/07/2016,58.5503,18.22,18479.95,2.3629,72.5447,18.797
O,31/08/2016,54.0119,17.836,16995.76,2.1797,72.5447,18.6567
O,30/09/2016,55.1599,23.876,17306.05,2.2477,77.5526,17.9104
O,31/10/2016,48.9896,23.687,15319.42,1.9963,77.5526,16.4179
O,30/11/2016,46.0121,30.001,14336.74,1.8749,77.5526,16.9118
O,30/12/2016,47.878,25.247,14864.28,1.9591,77.5526,16.7883
O,31/01/2017,49.8454,18.726,15420.27,2.0396,86.0404,19.5652
O,28/02/2017,51.3959,18.567,15948.47,2.1031,86.0404,25.641
O,31/03/2017,50.1071,21.136,16138.92,1.9448,76.8794,25.641
O,28/04/2017,49.2895,13.417,15933.01,1.9131,76.8794,20.2899
O,31/05/2017,46.5787,20.983,14999.15,1.8079,76.8794,24.3243
O,30/06/2017,46.9655,17.322,15067.41,1.8384,85.287,26.1146
O,31/07/2017,48.7436,18.885,15638.73,1.908,85.287,26.1146
O,31/08/2017,49.3534,14.385,15775.77,1.9319,85.287,28.5714
O,29/09/2017,49.2166,15.285,15674.36,1.8857,85.287,27.8481
O,31/10/2017,46.3688,12.052,15123.42,1.7766,78.4796,23.9766
O,30/11/2017,47.9604,13.027,15582.73,1.8376,78.4796,24.2938
O,29/12/2017,49.6367,14.406,16067.4,1.9138,78.4796,24.2938
O,31/01/2018,46.4968,19.468,14988.17,1.7927,82.6913,24.581
O,28/02/2018,43.1829,27.356,13979.19,1.665,82.6913,25.2747
O,30/03/2018,45.6154,19.053,14704.02,1.7848,82.6913,24.581
O,30/04/2018,44.7305,19.86,14363.75,1.7502,90.3611,24.8619
O,31/05/2018,47.3948,16.729,15157.84,1.8545,90.3611,23.1959
O,29/06/2018,48.0251,13.318,15297.19,1.8632,90.3611,23.4694
O,31/07/2018,49.9916,14.364,15860.28,1.9394,87.058,22.8426
O,31/08/2018,52.6999,12.759,16987.84,2.0445,87.058,22.1106
O,28/09/2018,51.3902,13.206,16500.56,1.9759,87.058,20
O,31/10/2018,54.6397,21.324,17480.91,2.1009,87.919,20.5
O,30/11/2018,58.3041,17.305,18914.01,2.2417,87.919,19.9052
O,31/12/2018,57.5497,29.025,18604.14,2.1611,80.0393,20.8531
O,31/01/2019,62.9176,26.142,20271.54,2.3626,80.0393,20.1923
O,28/02/2019,63.5563,14.609,21010.24,2.3866,80.0393,19.2308
O,29/03/2019,67.8072,13.851,22347.55,2.5797,80.0393,18.2203
O,30/04/2019,64.7454,18.939,21269.06,2.4632,89.0643,22.8261
O,31/05/2019,65.0224,21.103,22177.99,2.4737,89.0643,22.7758
